ano,uf,municipio,populacao
2023,RO,ALTA FLORESTA D'OESTE,22684.0
2023,RO,ARIQUEMES,109860.0
2023,RO,CABIXI,5378.0
2023,RO,CACOAL,92026.0
2023,RO,CEREJEIRAS,16531.0
2023,RO,COLORADO DO OESTE,15900.0
2023,RO,CORUMBIARA,7526.0
2023,RO,COSTA MARQUES,16388.0
2023,RO,ESPIGÃO D'OESTE,32863.0
2023,RO,GUAJARÁ-MIRIM,45241.0
2023,RO,JARU,53526.0
2023,RO,JI-PARANÁ,135192.0
2023,RO,MACHADINHO D'OESTE,37893.0
2023,RO,NOVA BRASILÂNDIA D'OESTE,18504.0
2023,RO,OURO PRETO DO OESTE,37063.0
2023,RO,PIMENTA BUENO,38075.0
2023,RO,PORTO VELHO,531912.0
2023,RO,PRESIDENTE MÉDICI,19341.0
2023,RO,RIO CRESPO,3798.0
2023,RO,ROLIM DE MOURA,59153.0
2023,RO,SANTA LUZIA D'OESTE,6909.0
2023,RO,VILHENA,106522.0
2023,RO,SÃO MIGUEL DO GUAPORÉ,22707.0
2023,RO,NOVA MAMORÉ,30340.0
2023,RO,ALVORADA D'OESTE,13822.0
2023,RO,ALTO ALEGRE DOS PARECIS,12765.0
2023,RO,ALTO PARAÍSO,19860.0
2023,RO,BURITIS,35886.0
2023,RO,NOVO HORIZONTE DO OESTE,8090.0
2023,RO,CACAULÂNDIA,5326.0
2023,RO,CAMPO NOVO DE RONDÔNIA,11808.0
2023,RO,CANDEIAS DO JAMARI,26115.0
2023,RO,CASTANHEIRAS,3189.0
2023,RO,CHUPINGUAIA,10942.0
2023,RO,CUJUBIM,21507.0
2023,RO,GOVERNADOR JORGE TEIXEIRA,7775.0
2023,RO,ITAPUÃ DO OESTE,10014.0
2023,RO,MINISTRO ANDREAZZA,8059.0
2023,RO,MIRANTE DA SERRA,10215.0
2023,RO,MONTE NEGRO,14199.0
2023,RO,NOVA UNIÃO,6699.0
2023,RO,PARECIS,5354.0
2023,RO,PIMENTEIRAS DO OESTE,2219.0
2023,RO,PRIMAVERA DE RONDÔNIA,2988.0
2023,RO,SÃO FELIPE D'OESTE,5283.0
2023,RO,SÃO FRANCISCO DO GUAPORÉ,19299.0
2023,RO,SERINGUEIRAS,12400.0
2023,RO,TEIXEIRÓPOLIS,4348.0
2023,RO,THEOBROMA,9444.0
2023,RO,URUPÁ,11229.0
2023,RO,VALE DO ANARI,9905.0
2023,RO,VALE DO PARAÍSO,6666.0
2023,AC,ACRELÂNDIA,15189.0
2023,AC,ASSIS BRASIL,8111.0
2023,AC,BRASILÉIA,27482.0
2023,AC,BUJARI,12169.0
2023,AC,CAPIXABA,11601.0
2023,AC,CRUZEIRO DO SUL,94071.0
2023,AC,EPITACIOLÂNDIA,19359.0
2023,AC,FEIJÓ,36315.0
2023,AC,JORDÃO,9207.0
2023,AC,MÂNCIO LIMA,19986.0
2023,AC,MANOEL URBANO,11238.0
2023,AC,MARECHAL THAUMATURGO,18839.0
2023,AC,PLÁCIDO DE CASTRO,18637.0
2023,AC,PORTO WALTER,11886.0
2023,AC,RIO BRANCO,403652.0
2023,AC,RODRIGUES ALVES,17652.0
2023,AC,SANTA ROSA DO PURUS,7018.0
2023,AC,SENADOR GUIOMARD,22899.0
2023,AC,SENA MADUREIRA,45542.0
2023,AC,TARAUACÁ,45123.0
2023,AC,XAPURI,19478.0
2023,AC,PORTO ACRE,18298.0
2023,AM,ALVARÃES,16533.0
2023,AM,AMATURÁ,11672.0
2023,AM,ANAMÃ,12305.0
2023,AM,ANORI,19934.0
2023,AM,APUÍ,22237.0
2023,AM,ATALAIA DO NORTE,18380.0
2023,AM,AUTAZES,43166.0
2023,AM,BARCELOS,23199.0
2023,AM,BARREIRINHA,33177.0
2023,AM,BENJAMIN CONSTANT,42691.0
2023,AM,BERURI,21319.0
2023,AM,BOA VISTA DO RAMOS,22904.0
2023,AM,BOCA DO ACRE,36602.0
2023,AM,BORBA,38603.0
2023,AM,CAAPIRANGA,13896.0
2023,AM,CANUTAMA,16933.0
2023,AM,CARAUARI,29805.0
2023,AM,CAREIRO,35631.0
2023,AM,CAREIRO DA VÁRZEA,25634.0
2023,AM,COARI,80266.0
2023,AM,CODAJÁS,27071.0
2023,AM,EIRUNEPÉ,35827.0
2023,AM,ENVIRA,19334.0
2023,AM,FONTE BOA,22142.0
2023,AM,GUAJARÁ,15762.0
2023,AM,HUMAITÁ,59753.0
2023,AM,IPIXUNA,28315.0
2023,AM,IRANDUBA,58416.0
2023,AM,ITACOATIARA,108283.0
2023,AM,ITAMARATI,9753.0
2023,AM,ITAPIRANGA,10058.0
2023,AM,JAPURÁ,5576.0
2023,AM,JURUÁ,13323.0
2023,AM,JUTAÍ,20559.0
2023,AM,LÁBREA,48306.0
2023,AM,MANACAPURU,105152.0
2023,AM,MANAQUIRI,25495.0
2023,AM,MANAUS,2267794.0
2023,AM,MANICORÉ,57581.0
2023,AM,MARAÃ,17070.0
2023,AM,MAUÉS,65936.0
2023,AM,NHAMUNDÁ,21408.0
2023,AM,NOVA OLINDA DO NORTE,33466.0
2023,AM,NOVO AIRÃO,18431.0
2023,AM,NOVO ARIPUANÃ,25715.0
2023,AM,PARINTINS,109197.0
2023,AM,PAUINI,19924.0
2023,AM,PRESIDENTE FIGUEIREDO,35549.0
2023,AM,RIO PRETO DA EVA,30289.0
2023,AM,SANTA ISABEL DO RIO NEGRO,20371.0
2023,AM,SANTO ANTÔNIO DO IÇÁ,25668.0
2023,AM,SÃO GABRIEL DA CACHOEIRA,51718.0
2023,AM,SÃO PAULO DE OLIVENÇA,38016.0
2023,AM,SÃO SEBASTIÃO DO UATUMÃ,13462.0
2023,AM,SILVES,10846.0
2023,AM,TABATINGA,70392.0
2023,AM,TAPAUÁ,18688.0
2023,AM,TEFÉ,69264.0
2023,AM,TONANTINS,19631.0
2023,AM,UARINI,14558.0
2023,AM,URUCARÁ,17756.0
2023,AM,URUCURITUBA,24845.0
2023,RR,AMAJARI,14572.0
2023,RR,ALTO ALEGRE,19149.0
2023,RR,BOA VISTA,453380.0
2023,RR,BONFIM,13961.0
2023,RR,CANTÁ,19904.0
2023,RR,CARACARAÍ,22539.0
2023,RR,CAROEBE,11151.0
2023,RR,IRACEMA,11707.0
2023,RR,MUCAJAÍ,19050.0
2023,RR,NORMANDIA,13758.0
2023,RR,PACARAIMA,21106.0
2023,RR,RORAINÓPOLIS,34067.0
2023,RR,SÃO JOÃO DA BALIZA,9109.0
2023,RR,SÃO LUIZ,8004.0
2023,RR,UIRAMUTÃ,13292.0
2023,PA,ABAETETUBA,165719.0
2023,PA,ABEL FIGUEIREDO,6919.0
2023,PA,ACARÁ,59222.0
2023,PA,AFUÁ,40078.0
2023,PA,ÁGUA AZUL DO NORTE,22878.0
2023,PA,ALENQUER,66113.0
2023,PA,ALMEIRIM,35189.0
2023,PA,ALTAMIRA,127151.0
2023,PA,ANAJÁS,30047.0
2023,PA,ANANINDEUA,524124.0
2023,PA,ANAPU,32129.0
2023,PA,AUGUSTO CORRÊA,47266.0
2023,PA,AURORA DO PARÁ,28260.0
2023,PA,AVEIRO,17822.0
2023,PA,BAGRE,33300.0
2023,PA,BAIÃO,52701.0
2023,PA,BANNACH,3745.0
2023,PA,BARCARENA,133332.0
2023,PA,BELÉM,1452475.0
2023,PA,BELTERRA,18449.0
2023,PA,BENEVIDES,66485.0
2023,PA,BOM JESUS DO TOCANTINS,18106.0
2023,PA,BONITO,14883.0
2023,PA,BRAGANÇA,130900.0
2023,PA,BRASIL NOVO,20744.0
2023,PA,BREJO GRANDE DO ARAGUAIA,7171.0
2023,PA,BREU BRANCO,57974.0
2023,PA,BREVES,109665.0
2023,PA,BUJARU,27414.0
2023,PA,CACHOEIRA DO PIRIÁ,27442.0
2023,PA,CACHOEIRA DO ARARI,24799.0
2023,PA,CAMETÁ,142325.0
2023,PA,CANAÃ DOS CARAJÁS,62866.0
2023,PA,CAPANEMA,72318.0
2023,PA,CAPITÃO POÇO,57252.0
2023,PA,CASTANHAL,206635.0
2023,PA,CHAVES,22831.0
2023,PA,COLARES,12850.0
2023,PA,CONCEIÇÃO DO ARAGUAIA,47607.0
2023,PA,CONCÓRDIA DO PARÁ,31261.0
2023,PA,CUMARU DO NORTE,14490.0
2023,PA,CURIONÓPOLIS,19311.0
2023,PA,CURRALINHO,35990.0
2023,PA,CURUÁ,14805.0
2023,PA,CURUÇÁ,42753.0
2023,PA,DOM ELISEU,61764.0
2023,PA,ELDORADO DO CARAJÁS,31747.0
2023,PA,FARO,8037.0
2023,PA,FLORESTA DO ARAGUAIA,19653.0
2023,PA,GARRAFÃO DO NORTE,25853.0
2023,PA,GOIANÉSIA DO PARÁ,34368.0
2023,PA,GURUPÁ,34024.0
2023,PA,IGARAPÉ-AÇU,38544.0
2023,PA,IGARAPÉ-MIRI,66161.0
2023,PA,INHANGAPI,11381.0
2023,PA,IPIXUNA DO PARÁ,48664.0
2023,PA,IRITUIA,32668.0
2023,PA,ITAITUBA,117612.0
2023,PA,ITUPIRANGA,52813.0
2023,PA,JACAREACANGA,16479.0
2023,PA,JACUNDÁ,49454.0
2023,PA,JURUTI,56956.0
2023,PA,LIMOEIRO DO AJURU,30700.0
2023,PA,MÃE DO RIO,33718.0
2023,PA,MAGALHÃES BARATA,8513.0
2023,PA,MARABÁ,288088.0
2023,PA,MARACANÃ,28383.0
2023,PA,MARAPANIM,28334.0
2023,PA,MARITUBA,127405.0
2023,PA,MEDICILÂNDIA,30490.0
2023,PA,MELGAÇO,28983.0
2023,PA,MOCAJUBA,30369.0
2023,PA,MOJU,87523.0
2023,PA,MOJUÍ DOS CAMPOS,20797.0
2023,PA,MONTE ALEGRE,60965.0
2023,PA,MUANÁ,45204.0
2023,PA,NOVA ESPERANÇA DO PIRIÁ,21389.0
2023,PA,NOVA IPIXUNA,15722.0
2023,PA,NOVA TIMBOTEUA,14425.0
2023,PA,NOVO PROGRESSO,31143.0
2023,PA,NOVO REPARTIMENTO,71121.0
2023,PA,ÓBIDOS,53872.0
2023,PA,OEIRAS DO PARÁ,34779.0
2023,PA,ORIXIMINÁ,73690.0
2023,PA,OURÉM,18377.0
2023,PA,OURILÂNDIA DO NORTE,34368.0
2023,PA,PACAJÁ,46352.0
2023,PA,PALESTINA DO PARÁ,7330.0
2023,PA,PARAGOMINAS,114340.0
2023,PA,PARAUAPEBAS,258820.0
2023,PA,PAU D'ARCO,6317.0
2023,PA,PEIXE-BOI,8367.0
2023,PA,PIÇARRA,13158.0
2023,PA,PLACAS,25548.0
2023,PA,PONTA DE PEDRAS,28887.0
2023,PA,PORTEL,65364.0
2023,PA,PORTO DE MOZ,43064.0
2023,PA,PRAINHA,34072.0
2023,PA,PRIMAVERA,11110.0
2023,PA,QUATIPURU,12832.0
2023,PA,REDENÇÃO,89136.0
2023,PA,RIO MARIA,18668.0
2023,PA,RONDON DO PARÁ,54917.0
2023,PA,RURÓPOLIS,44916.0
2023,PA,SALINÓPOLIS,44666.0
2023,PA,SALVATERRA,24916.0
2023,PA,SANTA BÁRBARA DO PARÁ,22049.0
2023,PA,SANTA CRUZ DO ARARI,9075.0
2023,PA,SANTA IZABEL DO PARÁ,75586.0
2023,PA,SANTA LUZIA DO PARÁ,20528.0
2023,PA,SANTA MARIA DAS BARREIRAS,19661.0
2023,PA,SANTA MARIA DO PARÁ,25411.0
2023,PA,SANTANA DO ARAGUAIA,53839.0
2023,PA,SANTARÉM,332825.0
2023,PA,SANTARÉM NOVO,6572.0
2023,PA,SANTO ANTÔNIO DO TAUÁ,30740.0
2023,PA,SÃO CAETANO DE ODIVELAS,17727.0
2023,PA,SÃO DOMINGOS DO ARAGUAIA,23791.0
2023,PA,SÃO DOMINGOS DO CAPIM,32367.0
2023,PA,SÃO FÉLIX DO XINGU,100844.0
2023,PA,SÃO FRANCISCO DO PARÁ,15698.0
2023,PA,SÃO GERALDO DO ARAGUAIA,24772.0
2023,PA,SÃO JOÃO DA PONTA,5401.0
2023,PA,SÃO JOÃO DE PIRABAS,22443.0
2023,PA,SÃO JOÃO DO ARAGUAIA,14175.0
2023,PA,SÃO MIGUEL DO GUAMÁ,58033.0
2023,PA,SÃO SEBASTIÃO DA BOA VISTA,27371.0
2023,PA,SAPUCAIA,6124.0
2023,PA,SENADOR JOSÉ PORFÍRIO,17873.0
2023,PA,SOURE,25485.0
2023,PA,TAILÂNDIA,93540.0
2023,PA,TERRA ALTA,11393.0
2023,PA,TERRA SANTA,19365.0
2023,PA,TOMÉ-AÇU,68465.0
2023,PA,TRACUATEUA,30961.0
2023,PA,TRAIRÃO,17481.0
2023,PA,TUCUMÃ,41570.0
2023,PA,TUCURUÍ,106421.0
2023,PA,ULIANÓPOLIS,50931.0
2023,PA,URUARÁ,45667.0
2023,PA,VIGIA,54228.0
2023,PA,VISEU,62031.0
2023,PA,VITÓRIA DO XINGU,15917.0
2023,PA,XINGUARA,51207.0
2023,AP,SERRA DO NAVIO,5281.0
2023,AP,AMAPÁ,8849.0
2023,AP,PEDRA BRANCA DO AMAPARI,15711.0
2023,AP,CALÇOENE,11442.0
2023,AP,CUTIAS,5471.0
2023,AP,FERREIRA GOMES,7648.0
2023,AP,ITAUBAL,5886.0
2023,AP,LARANJAL DO JARI,45135.0
2023,AP,MACAPÁ,504778.0
2023,AP,MAZAGÃO,23021.0
2023,AP,OIAPOQUE,29507.0
2023,AP,PORTO GRANDE,20957.0
2023,AP,PRACUÚBA,4706.0
2023,AP,SANTANA,121580.0
2023,AP,TARTARUGALZINHO,16001.0
2023,AP,VITÓRIA DO JARI,14247.0
2023,TO,ABREULÂNDIA,2638.0
2023,TO,AGUIARNÓPOLIS,5793.0
2023,TO,ALIANÇA DO TOCANTINS,5262.0
2023,TO,ALMAS,6723.0
2023,TO,ALVORADA,8737.0
2023,TO,ANANÁS,10048.0
2023,TO,ANGICO,3196.0
2023,TO,APARECIDA DO RIO NEGRO,4984.0
2023,TO,ARAGOMINAS,5532.0
2023,TO,ARAGUACEMA,6631.0
2023,TO,ARAGUAÇU,8345.0
2023,TO,ARAGUAÍNA,183869.0
2023,TO,ARAGUANÃ,5097.0
2023,TO,ARAGUATINS,34889.0
2023,TO,ARAPOEMA,6071.0
2023,TO,ARRAIAS,10512.0
2023,TO,AUGUSTINÓPOLIS,18499.0
2023,TO,AURORA DO TOCANTINS,3614.0
2023,TO,AXIXÁ DO TOCANTINS,10240.0
2023,TO,BABAÇULÂNDIA,9223.0
2023,TO,BANDEIRANTES DO TOCANTINS,3582.0
2023,TO,BARRA DO OURO,4657.0
2023,TO,BARROLÂNDIA,5292.0
2023,TO,BERNARDO SAYÃO,4377.0
2023,TO,BOM JESUS DO TOCANTINS,4650.0
2023,TO,BRASILÂNDIA DO TOCANTINS,2118.0
2023,TO,BREJINHO DE NAZARÉ,5168.0
2023,TO,BURITI DO TOCANTINS,11149.0
2023,TO,CACHOEIRINHA,2142.0
2023,TO,CAMPOS LINDOS,9728.0
2023,TO,CARIRI DO TOCANTINS,4323.0
2023,TO,CARMOLÂNDIA,2436.0
2023,TO,CARRASCO BONITO,3763.0
2023,TO,CASEARA,5261.0
2023,TO,CENTENÁRIO,2550.0
2023,TO,CHAPADA DE AREIA,1489.0
2023,TO,CHAPADA DA NATIVIDADE,3256.0
2023,TO,COLINAS DO TOCANTINS,36114.0
2023,TO,COMBINADO,4883.0
2023,TO,CONCEIÇÃO DO TOCANTINS,4013.0
2023,TO,COUTO MAGALHÃES,5602.0
2023,TO,CRISTALÂNDIA,6852.0
2023,TO,CRIXÁS DO TOCANTINS,1624.0
2023,TO,DARCINÓPOLIS,6152.0
2023,TO,DIANÓPOLIS,20367.0
2023,TO,DIVINÓPOLIS DO TOCANTINS,7141.0
2023,TO,DOIS IRMÃOS DO TOCANTINS,6784.0
2023,TO,DUERÉ,4503.0
2023,TO,ESPERANTINA,9386.0
2023,TO,FÁTIMA,3672.0
2023,TO,FIGUEIRÓPOLIS,5279.0
2023,TO,FILADÉLFIA,8357.0
2023,TO,FORMOSO DO ARAGUAIA,18893.0
2023,TO,TABOCÃO,3145.0
2023,TO,GOIANORTE,4988.0
2023,TO,GOIATINS,12992.0
2023,TO,GUARAÍ,26042.0
2023,TO,GURUPI,89001.0
2023,TO,IPUEIRAS,1857.0
2023,TO,ITACAJÁ,7220.0
2023,TO,ITAGUATINS,5503.0
2023,TO,ITAPIRATINS,3746.0
2023,TO,ITAPORÃ DO TOCANTINS,2438.0
2023,TO,JAÚ DO TOCANTINS,3654.0
2023,TO,JUARINA,2239.0
2023,TO,LAGOA DA CONFUSÃO,15150.0
2023,TO,LAGOA DO TOCANTINS,4040.0
2023,TO,LAJEADO,3359.0
2023,TO,LAVANDEIRA,1828.0
2023,TO,LIZARDA,3359.0
2023,TO,LUZINÓPOLIS,3001.0
2023,TO,MARIANÓPOLIS DO TOCANTINS,5052.0
2023,TO,MATEIROS,2830.0
2023,TO,MAURILÂNDIA DO TOCANTINS,3320.0
2023,TO,MIRACEMA DO TOCANTINS,18207.0
2023,TO,MIRANORTE,13303.0
2023,TO,MONTE DO CARMO,6952.0
2023,TO,MONTE SANTO DO TOCANTINS,2405.0
2023,TO,PALMEIRAS DO TOCANTINS,5863.0
2023,TO,MURICILÂNDIA,3554.0
2023,TO,NATIVIDADE,9108.0
2023,TO,NAZARÉ,4216.0
2023,TO,NOVA OLINDA,11311.0
2023,TO,NOVA ROSALÂNDIA,3875.0
2023,TO,NOVO ACORDO,4276.0
2023,TO,NOVO ALEGRE,2086.0
2023,TO,NOVO JARDIM,2515.0
2023,TO,OLIVEIRA DE FÁTIMA,1167.0
2023,TO,PALMEIRANTE,5571.0
2023,TO,PALMEIRÓPOLIS,7406.0
2023,TO,PARAÍSO DO TOCANTINS,53842.0
2023,TO,PARANÃ,10640.0
2023,TO,PAU D'ARCO,4485.0
2023,TO,PEDRO AFONSO,14347.0
2023,TO,PEIXE,10717.0
2023,TO,PEQUIZEIRO,5292.0
2023,TO,COLMÉIA,8618.0
2023,TO,PINDORAMA DO TOCANTINS,4505.0
2023,TO,PIRAQUÊ,2651.0
2023,TO,PIUM,7602.0
2023,TO,PONTE ALTA DO BOM JESUS,4440.0
2023,TO,PONTE ALTA DO TOCANTINS,8017.0
2023,TO,PORTO ALEGRE DO TOCANTINS,3076.0
2023,TO,PORTO NACIONAL,61086.0
2023,TO,PRAIA NORTE,9011.0
2023,TO,PRESIDENTE KENNEDY,3359.0
2023,TO,PUGMIL,2488.0
2023,TO,RECURSOLÂNDIA,3930.0
2023,TO,RIACHINHO,4381.0
2023,TO,RIO DA CONCEIÇÃO,2016.0
2023,TO,RIO DOS BOIS,2856.0
2023,TO,RIO SONO,5648.0
2023,TO,SAMPAIO,4624.0
2023,TO,SANDOLÂNDIA,3622.0
2023,TO,SANTA FÉ DO ARAGUAIA,7583.0
2023,TO,SANTA MARIA DO TOCANTINS,3131.0
2023,TO,SANTA RITA DO TOCANTINS,2349.0
2023,TO,SANTA ROSA DO TOCANTINS,4826.0
2023,TO,SANTA TEREZA DO TOCANTINS,2908.0
2023,TO,SANTA TEREZINHA DO TOCANTINS,2496.0
2023,TO,SÃO BENTO DO TOCANTINS,5696.0
2023,TO,SÃO FÉLIX DO TOCANTINS,1742.0
2023,TO,SÃO MIGUEL DO TOCANTINS,13192.0
2023,TO,SÃO SALVADOR DO TOCANTINS,2745.0
2023,TO,SÃO SEBASTIÃO DO TOCANTINS,4543.0
2023,TO,SÃO VALÉRIO,4197.0
2023,TO,SILVANÓPOLIS,5352.0
2023,TO,SÍTIO NOVO DO TOCANTINS,10149.0
2023,TO,SUCUPIRA,1803.0
2023,TO,TAGUATINGA,15606.0
2023,TO,TAIPAS DO TOCANTINS,2134.0
2023,TO,TALISMÃ,2670.0
2023,TO,PALMAS,318487.0
2023,TO,TOCANTÍNIA,7719.0
2023,TO,TOCANTINÓPOLIS,23011.0
2023,TO,TUPIRAMA,1977.0
2023,TO,TUPIRATINS,2341.0
2023,TO,WANDERLÂNDIA,11267.0
2023,TO,XAMBIOÁ,11091.0
2023,MA,AÇAILÂNDIA,112144.0
2023,MA,AFONSO CUNHA,6463.0
2023,MA,ÁGUA DOCE DO MARANHÃO,12588.0
2023,MA,ALCÂNTARA,20450.0
2023,MA,ALDEIAS ALTAS,25380.0
2023,MA,ALTAMIRA DO MARANHÃO,7407.0
2023,MA,ALTO ALEGRE DO MARANHÃO,26304.0
2023,MA,ALTO ALEGRE DO PINDARÉ,29189.0
2023,MA,ALTO PARNAÍBA,11307.0
2023,MA,AMAPÁ DO MARANHÃO,7205.0
2023,MA,AMARANTE DO MARANHÃO,40175.0
2023,MA,ANAJATUBA,26695.0
2023,MA,ANAPURUS,15082.0
2023,MA,APICUM-AÇU,17783.0
2023,MA,ARAGUANÃ,13511.0
2023,MA,ARAIOSES,43686.0
2023,MA,ARAME,29508.0
2023,MA,ARARI,30267.0
2023,MA,AXIXÁ,12156.0
2023,MA,BACABAL,106357.0
2023,MA,BACABEIRA,17430.0
2023,MA,BACURI,17668.0
2023,MA,BACURITUBA,5535.0
2023,MA,BALSAS,101522.0
2023,MA,BARÃO DE GRAJAÚ,19242.0
2023,MA,BARRA DO CORDA,88283.0
2023,MA,BARREIRINHAS,65945.0
2023,MA,BELÁGUA,8151.0
2023,MA,BELA VISTA DO MARANHÃO,11710.0
2023,MA,BENEDITO LEITE,5620.0
2023,MA,BEQUIMÃO,20650.0
2023,MA,BERNARDO DO MEARIM,6042.0
2023,MA,BOA VISTA DO GURUPI,8131.0
2023,MA,BOM JARDIM,38022.0
2023,MA,BOM JESUS DAS SELVAS,32341.0
2023,MA,BOM LUGAR,14496.0
2023,MA,BREJO,36111.0
2023,MA,BREJO DE AREIA,9114.0
2023,MA,BURITI,29857.0
2023,MA,BURITI BRAVO,23466.0
2023,MA,BURITICUPU,65245.0
2023,MA,BURITIRANA,14330.0
2023,MA,CACHOEIRA GRANDE,9764.0
2023,MA,CAJAPIÓ,10798.0
2023,MA,CAJARI,18116.0
2023,MA,CAMPESTRE DO MARANHÃO,13541.0
2023,MA,CÂNDIDO MENDES,20394.0
2023,MA,CANTANHEDE,23606.0
2023,MA,CAPINZAL DO NORTE,11300.0
2023,MA,CAROLINA,24378.0
2023,MA,CARUTAPERA,24475.0
2023,MA,CAXIAS,164793.0
2023,MA,CEDRAL,10577.0
2023,MA,CENTRAL DO MARANHÃO,8019.0
2023,MA,CENTRO DO GUILHERME,13272.0
2023,MA,CENTRO NOVO DO MARANHÃO,19292.0
2023,MA,CHAPADINHA,82453.0
2023,MA,CIDELÂNDIA,14003.0
2023,MA,CODÓ,120831.0
2023,MA,COELHO NETO,46361.0
2023,MA,COLINAS,41594.0
2023,MA,CONCEIÇÃO DO LAGO-AÇU,15911.0
2023,MA,COROATÁ,63569.0
2023,MA,CURURUPU,32583.0
2023,MA,DAVINÓPOLIS,13855.0
2023,MA,DOM PEDRO,23486.0
2023,MA,DUQUE BACELAR,10949.0
2023,MA,ESPERANTINÓPOLIS,17848.0
2023,MA,ESTREITO,38725.0
2023,MA,FEIRA NOVA DO MARANHÃO,8371.0
2023,MA,FERNANDO FALCÃO,10871.0
2023,MA,FORMOSA DA SERRA NEGRA,18779.0
2023,MA,FORTALEZA DOS NOGUEIRAS,12806.0
2023,MA,FORTUNA,17579.0
2023,MA,GODOFREDO VIANA,11263.0
2023,MA,GONÇALVES DIAS,17766.0
2023,MA,GOVERNADOR ARCHER,10701.0
2023,MA,GOVERNADOR EDISON LOBÃO,18824.0
2023,MA,GOVERNADOR EUGÊNIO BARROS,14480.0
2023,MA,GOVERNADOR LUIZ ROCHA,7548.0
2023,MA,GOVERNADOR NEWTON BELLO,10551.0
2023,MA,GOVERNADOR NUNES FREIRE,24532.0
2023,MA,GRAÇA ARANHA,6211.0
2023,MA,GRAJAÚ,73635.0
2023,MA,GUIMARÃES,11218.0
2023,MA,HUMBERTO DE CAMPOS,27844.0
2023,MA,ICATU,26377.0
2023,MA,IGARAPÉ DO MEIO,14410.0
2023,MA,IGARAPÉ GRANDE,10958.0
2023,MA,IMPERATRIZ,272563.0
2023,MA,ITAIPAVA DO GRAJAÚ,15150.0
2023,MA,ITAPECURU MIRIM,65751.0
2023,MA,ITINGA DO MARANHÃO,24534.0
2023,MA,JATOBÁ,9037.0
2023,MA,JENIPAPO DOS VIEIRAS,17311.0
2023,MA,JOÃO LISBOA,24482.0
2023,MA,JOSELÂNDIA,15731.0
2023,MA,JUNCO DO MARANHÃO,4804.0
2023,MA,LAGO DA PEDRA,48417.0
2023,MA,LAGO DO JUNCO,10300.0
2023,MA,LAGO VERDE,15723.0
2023,MA,LAGOA DO MATO,11044.0
2023,MA,LAGO DOS RODRIGUES,8901.0
2023,MA,LAGOA GRANDE DO MARANHÃO,11622.0
2023,MA,LAJEADO NOVO,7440.0
2023,MA,LIMA CAMPOS,11750.0
2023,MA,LORETO,12073.0
2023,MA,LUÍS DOMINGUES,7183.0
2023,MA,MAGALHÃES DE ALMEIDA,17114.0
2023,MA,MARACAÇUMÉ,21729.0
2023,MA,MARAJÁ DO SENA,7461.0
2023,MA,MARANHÃOZINHO,15420.0
2023,MA,MATA ROMA,17329.0
2023,MA,MATINHA,23060.0
2023,MA,MATÕES,33699.0
2023,MA,MATÕES DO NORTE,17630.0
2023,MA,MILAGRES DO MARANHÃO,8775.0
2023,MA,MIRADOR,21281.0
2023,MA,MIRANDA DO NORTE,26749.0
2023,MA,MIRINZAL,14678.0
2023,MA,MONÇÃO,31247.0
2023,MA,MONTES ALTOS,9186.0
2023,MA,MORROS,19351.0
2023,MA,NINA RODRIGUES,14688.0
2023,MA,NOVA COLINAS,5306.0
2023,MA,NOVA IORQUE,4547.0
2023,MA,NOVA OLINDA DO MARANHÃO,17848.0
2023,MA,OLHO D'ÁGUA DAS CUNHÃS,18955.0
2023,MA,OLINDA NOVA DO MARANHÃO,14438.0
2023,MA,PAÇO DO LUMIAR,138785.0
2023,MA,PALMEIRÂNDIA,20723.0
2023,MA,PARAIBANO,20095.0
2023,MA,PARNARAMA,33682.0
2023,MA,PASSAGEM FRANCA,18422.0
2023,MA,PASTOS BONS,19469.0
2023,MA,PAULINO NEVES,16909.0
2023,MA,PAULO RAMOS,20942.0
2023,MA,PEDREIRAS,38710.0
2023,MA,PEDRO DO ROSÁRIO,25238.0
2023,MA,PENALVA,36260.0
2023,MA,PERI MIRIM,12824.0
2023,MA,PERITORÓ,22220.0
2023,MA,PINDARÉ-MIRIM,32853.0
2023,MA,PINHEIRO,86039.0
2023,MA,PIO XII,21821.0
2023,MA,PIRAPEMAS,18467.0
2023,MA,POÇÃO DE PEDRAS,17382.0
2023,MA,PORTO FRANCO,24405.0
2023,MA,PORTO RICO DO MARANHÃO,6013.0
2023,MA,PRESIDENTE DUTRA,47421.0
2023,MA,PRESIDENTE JUSCELINO,12277.0
2023,MA,PRESIDENTE MÉDICI,5936.0
2023,MA,PRESIDENTE SARNEY,18565.0
2023,MA,PRESIDENTE VARGAS,11059.0
2023,MA,PRIMEIRA CRUZ,14733.0
2023,MA,RAPOSA,31820.0
2023,MA,RIACHÃO,21493.0
2023,MA,RIBAMAR FIQUENE,7728.0
2023,MA,ROSÁRIO,41503.0
2023,MA,SAMBAÍBA,5693.0
2023,MA,SANTA FILOMENA DO MARANHÃO,7358.0
2023,MA,SANTA HELENA,42970.0
2023,MA,SANTA INÊS,89047.0
2023,MA,SANTA LUZIA,66071.0
2023,MA,SANTA LUZIA DO PARUÁ,25178.0
2023,MA,SANTA QUITÉRIA DO MARANHÃO,25186.0
2023,MA,SANTA RITA,38589.0
2023,MA,SANTANA DO MARANHÃO,12240.0
2023,MA,SANTO AMARO DO MARANHÃO,15249.0
